,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
364066,513,230,4,976223359,M,25,0,55119,Dolores Claiborne (1994),Drama|Thriller,False
627493,330,3863,3,976388780,M,56,7,92065,"Cell, The (2000)",Sci-Fi|Thriller,False
441985,3900,1918,5,965845987,F,25,14,55343,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
326775,5769,3717,3,961190537,M,45,14,05602,Gone in 60 Seconds (2000),Action|Crime,False
214214,1340,1214,5,974776301,M,25,7,14302,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
911722,3458,1731,3,967225578,M,45,0,02131,Mr. Magoo (1997),Comedy,False
919313,202,3729,2,976936452,M,18,4,53706,Shaft (1971),Action|Crime,False
645351,3521,2527,4,966923447,M,25,0,53213,Westworld (1973),Action|Sci-Fi|Thriller|Western,False
789825,2015,2459,4,975036962,M,18,4,01003,"Texas Chainsaw Massacre, The (1974)",Horror,False
13788,5847,595,5,957793832,F,18,4,02464,Beauty and the Beast (1991),Animation|Children's|Musical,False
649344,1377,2549,3,974770583,M,35,16,65270,Wing Commander (1999),Action|Sci-Fi,False
574737,1912,934,3,1009443754,M,25,4,91325,Father of the Bride (1950),Comedy,False
375776,2018,111,5,974673820,M,35,16,46214,Taxi Driver (1976),Drama|Thriller,False
356947,4575,1682,1,964444146,F,1,10,03608,"Truman Show, The (1998)",Drama,False
580599,5390,3494,4,960328124,M,1,0,78130,True Grit (1969),Adventure|Western,False
595372,1716,2719,2,976686543,M,25,0,43229,"Haunting, The (1999)",Horror|Thriller,False
69798,4509,2916,4,964980494,M,25,7,38261,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
693681,5788,1340,4,958522561,M,25,0,92646,Bride of Frankenstein (1935),Horror,False
968411,934,274,1,991940969,F,35,7,97401,Man of the House (1995),Comedy,False
446445,2223,671,3,975261720,M,25,2,60123,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,False
8874,5691,1287,4,958599014,M,35,14,66013,Ben-Hur (1959),Action|Adventure|Drama,False
450360,1741,316,5,974707943,M,35,7,91107,Stargate (1994),Action|Adventure|Sci-Fi,False
506172,5475,1129,4,995776963,M,25,4,94110,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
659078,2555,1344,3,973998052,M,56,7,10522,Cape Fear (1962),Film-Noir|Thriller,False
218890,2852,2366,5,972506914,M,25,12,98037,King Kong (1933),Action|Adventure|Horror,False
998179,1470,2332,2,974839217,M,18,4,94118,Belly (1998),Crime|Drama,False
434159,3391,7,3,1046191882,M,18,4,48135,Sabrina (1995),Comedy|Romance,False
686336,2409,1242,5,974251466,F,35,9,06074,Glory (1989),Action|Drama|War,False
275284,935,3020,4,976668698,M,35,14,60538,Falling Down (1993),Action|Drama,False
511569,1489,1200,3,974753156,F,35,2,60201,Aliens (1986),Action|Sci-Fi|Thriller|War,False
833083,453,2379,3,976246540,M,18,4,55102,Police Academy 2: Their First Assignment (1985),Comedy,False
881256,3487,346,3,967075346,M,18,4,60611,Backbeat (1993),Drama|Musical,False
420898,4742,3359,3,963330567,M,25,3,94118,Breaking Away (1979),Drama,False
514612,2041,2005,3,1002757090,F,25,20,24015,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
796019,4401,930,4,965159086,M,18,4,10027,Notorious (1946),Film-Noir|Romance|Thriller,False
775514,802,1457,3,975405139,M,25,16,22801,Fools Rush In (1997),Comedy|Romance,False
921117,3313,1099,3,968381572,M,35,20,90292,"Christmas Carol, A (1938)",Drama,False
964969,445,338,3,976240309,M,45,12,55117,Virtuosity (1995),Sci-Fi|Thriller,False
491435,5222,1023,4,961533601,M,25,12,94501,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,False
271589,1698,1923,3,975875217,M,35,2,97214,There's Something About Mary (1998),Comedy,False
460651,4517,186,2,964866295,F,18,1,48067,Nine Months (1995),Comedy,False
538312,2796,2021,1,997321162,M,25,14,92104,Dune (1984),Fantasy|Sci-Fi,False
60801,1000,3068,5,975040629,F,25,6,90027,"Verdict, The (1982)",Drama,False
646680,2955,2455,5,971204817,M,35,14,92025,"Fly, The (1986)",Horror|Sci-Fi,False
114422,2403,1408,5,974259544,M,18,4,37743,"Last of the Mohicans, The (1992)",Action|Romance|War,False
492913,1078,2405,3,974938931,F,45,9,95661,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
9015,415,2804,4,976287038,F,35,0,55406,"Christmas Story, A (1983)",Comedy|Drama,False
159664,4611,349,4,964153575,F,18,4,78705,Clear and Present Danger (1994),Action|Adventure|Thriller,False
347579,2073,1674,4,974663644,F,18,4,13148,Witness (1985),Drama|Romance|Thriller,False
469178,5220,1009,4,961544476,M,25,7,91436,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,False
547523,5091,2105,4,963677638,M,25,17,19810,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
503826,2012,1125,3,974679234,M,25,4,49456,"Return of the Pink Panther, The (1974)",Comedy,False
521185,5446,2948,4,959971872,F,50,1,65203,From Russia with Love (1963),Action,False
932961,3882,2024,3,967035745,M,56,14,55337,"Rapture, The (1991)",Drama|Mystery,False
607896,192,2273,3,977781377,M,18,1,10977,Rush Hour (1998),Action|Thriller,False
930951,3422,3710,1,967412432,M,25,5,43221,Action Jackson (1988),Action|Comedy,False
312899,4411,2188,4,969333235,M,18,4,92122,54 (1998),Drama,False
797844,5268,3683,3,961169052,F,25,2,68502,Blood Simple (1984),Drama|Film-Noir,False
632554,5795,2668,1,958149925,M,25,1,92688,Swamp Thing (1982),Horror|Sci-Fi,False
556248,4851,2706,4,962833525,M,18,17,44406,American Pie (1999),Comedy,False
109523,4332,2858,5,965239025,F,25,3,60606,American Beauty (1999),Comedy|Drama,False
325808,3824,1101,3,966540108,M,25,17,32308,Top Gun (1986),Action|Romance,False
573962,1202,3897,5,985731561,M,35,12,97006,Almost Famous (2000),Comedy|Drama,False
301979,2011,2390,5,974676923,F,35,3,01545,Little Voice (1998),Comedy,False
277194,4611,3249,2,964153753,F,18,4,78705,"Hand That Rocks the Cradle, The (1992)",Thriller,False
726015,2777,2374,4,973048256,M,18,4,95326,Gung Ho (1986),Comedy|Drama,False
573278,3546,3362,4,967027946,M,25,20,41706,Dog Day Afternoon (1975),Comedy|Crime|Drama,False
968867,3031,2295,5,970429324,M,18,4,48135,"Impostors, The (1998)",Comedy,False
932512,412,2971,5,976287758,M,35,15,55117,All That Jazz (1979),Musical,False
424942,3999,1252,4,965962146,M,35,17,30701,Chinatown (1974),Film-Noir|Mystery|Thriller,False
108019,1659,2858,1,974711628,F,18,9,99703,American Beauty (1999),Comedy|Drama,False
399711,5387,1343,4,960402339,F,25,1,45056,Cape Fear (1991),Thriller,False
671342,481,2402,4,976219569,M,45,7,55115,Rambo: First Blood Part II (1985),Action|War,False
127642,3229,590,5,968559457,F,56,1,93105,Dances with Wolves (1990),Adventure|Drama|Western,False
441521,4484,3447,5,965016089,F,25,17,94613,"Good Earth, The (1937)",Drama,False
879885,777,1010,2,975956699,M,18,19,87543,"Love Bug, The (1969)",Children's|Comedy,False
992385,4375,1006,4,965239782,F,25,5,40241,"Chamber, The (1996)",Drama,False
781231,5345,1541,5,960673356,F,25,17,80003,Addicted to Love (1997),Comedy|Romance,False
172803,3227,2006,3,968797643,F,25,14,60657,"Mask of Zorro, The (1998)",Action|Adventure|Romance,False
934400,1609,2861,3,974742525,F,35,9,06830,For Love of the Game (1999),Comedy|Drama,False
267966,2124,2291,2,974645127,M,25,0,12306,Edward Scissorhands (1990),Drama|Romance,False
95111,4126,3256,3,1021633725,M,25,17,53188,Patriot Games (1992),Action|Thriller,False
664414,5448,1367,3,960264675,M,45,19,60626,101 Dalmatians (1996),Children's|Comedy,False
399896,699,3160,5,975557789,M,18,0,73505,Magnolia (1999),Drama,False
809447,5722,3200,5,958502579,M,25,20,48103,"Last Detail, The (1973)",Comedy|Drama,False
347085,5555,1380,4,959827183,M,1,10,37830,Grease (1978),Comedy|Musical|Romance,False
685494,1800,493,4,974740525,M,18,4,70118,Menace II Society (1993),Action|Crime|Drama,False
271202,88,1923,5,977694909,F,45,1,02476,There's Something About Mary (1998),Comedy,False
308181,4354,1884,4,965194308,M,35,14,78611,Fear and Loathing in Las Vegas (1998),Comedy|Drama,False
441139,1926,596,4,974775046,F,1,0,95404,Pinocchio (1940),Animation|Children's,False
500488,5837,2424,5,957843041,M,25,7,60607,You've Got Mail (1998),Comedy|Romance,False
737460,2638,3104,3,980118809,M,25,14,06405,Midnight Run (1988),Action|Adventure|Comedy|Crime,False
796937,2162,955,5,974617799,F,1,10,35810,Bringing Up Baby (1938),Comedy,False
281235,2820,2952,3,972668633,F,35,0,02138,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Crime|Thriller,False
685946,267,1242,4,1003251850,M,45,12,55001,Glory (1989),Action|Drama|War,False
642152,5963,1206,5,957019781,M,25,15,02140,"Clockwork Orange, A (1971)",Sci-Fi,False
364400,163,1120,2,977214828,M,18,4,85013,"People vs. Larry Flynt, The (1996)",Drama,False
899192,3720,365,3,966254350,M,45,7,43065,Little Buddha (1993),Drama,False
671815,2077,2404,2,980062927,M,18,0,55112,Rambo III (1988),Action|War,False
902982,123,2114,4,977530512,M,35,9,67208,"Outsiders, The (1983)",Drama,False
525137,2747,3175,5,973211459,F,18,4,90025,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
508386,4356,3812,4,965327089,M,35,16,85730,Everything You Always Wanted to Know About Sex (1972),Comedy,False
137056,2737,593,5,973225832,M,25,3,50311,"Silence of the Lambs, The (1991)",Drama|Thriller,False
631841,2258,2664,4,974590922,F,18,4,10033,Invasion of the Body Snatchers (1956),Horror|Sci-Fi,False
544674,438,1302,3,981600052,M,18,11,53705,Field of Dreams (1989),Drama,False
889097,1399,2315,4,974765742,M,18,17,10804,Bride of Chucky (1998),Horror|Thriller,False
28734,3610,48,1,974824801,M,18,6,30064,Pocahontas (1995),Animation|Children's|Musical|Romance,False
722242,3816,3210,4,965951137,F,25,3,90020,Fast Times at Ridgemont High (1982),Comedy,False
912888,2728,3190,2,973264632,M,35,12,27614,Supernova (2000),Adventure|Sci-Fi,False
481140,2888,3489,4,972058678,M,25,14,55438,Hook (1991),Adventure|Fantasy,False
371002,746,1711,1,975469904,F,18,19,95019,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,False
287429,4167,908,5,965662055,M,25,20,22032,North by Northwest (1959),Drama|Thriller,False
710595,3621,1405,1,966577652,M,18,4,33023,Beavis and Butt-head Do America (1996),Animation|Comedy,False
320581,2817,34,4,972675349,M,35,12,53130,Babe (1995),Children's|Comedy|Drama,False
283173,1124,1500,4,980351364,M,25,2,60156,Grosse Pointe Blank (1997),Comedy|Crime,False
954060,5812,2928,4,963642505,F,25,7,92120,"Razor's Edge, The (1984)",Drama,False
357237,528,508,5,976245432,F,18,17,83843,Philadelphia (1993),Drama,False
869602,5074,3814,5,963899522,M,1,0,20132,Love and Death (1975),Comedy,False
865815,3059,1914,4,970072281,M,35,0,75023,Smoke Signals (1998),Comedy|Drama,False
415331,2205,778,3,974603103,F,25,7,10016,Trainspotting (1996),Drama,False
427475,1285,1831,1,974878877,M,35,4,98125,Lost in Space (1998),Action|Sci-Fi|Thriller,False
385591,748,2324,4,975462453,M,25,0,60098,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,False
486676,3546,3703,4,966873927,M,25,20,41706,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
647385,2015,2533,4,974757215,M,18,4,01003,Escape from the Planet of the Apes (1971),Action|Sci-Fi,False
853141,1680,3157,3,974713412,M,25,20,95380,Stuart Little (1999),Children's|Comedy,False
764240,4893,2053,4,962732961,M,25,17,48092,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,False
663898,3081,327,1,969800859,M,25,7,77252,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,False
981405,5074,80,3,962550610,M,1,0,20132,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,False
845629,1597,1875,3,997196142,M,25,12,10002,Clockwatchers (1997),Comedy,False
763976,817,2053,3,975388957,M,18,4,41076,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,False
765624,3976,3360,5,965652352,F,25,0,44107,Hoosiers (1986),Drama,False
586503,5127,3354,1,962134718,M,45,5,98502,Mission to Mars (2000),Sci-Fi,False
453585,4950,1282,3,980516300,M,25,16,55421,Fantasia (1940),Animation|Children's|Musical,False
99359,148,2490,4,977333611,M,50,17,57747,Payback (1999),Action|Thriller,False
411462,4821,3253,3,962927556,M,18,19,75080,Wayne's World (1992),Comedy,False
419496,2230,428,4,974597616,F,45,1,60302,"Bronx Tale, A (1993)",Drama,False
498190,2304,1042,4,974502907,M,45,12,94103,That Thing You Do! (1996),Comedy,False
449408,4217,2657,1,965317051,M,18,4,18042,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
625066,2796,2369,2,1016198222,M,25,14,92104,Desperately Seeking Susan (1985),Comedy|Romance,False
401869,4489,3452,3,971394986,M,18,4,78613,Romeo Must Die (2000),Action|Romance,False
93639,1812,3255,4,974702402,F,25,12,48103,"League of Their Own, A (1992)",Comedy|Drama,False
436327,889,2138,3,975261771,M,45,20,10024,Watership Down (1978),Animation|Children's|Drama|Fantasy,False
38292,975,2762,3,975122847,M,35,0,98136,"Sixth Sense, The (1999)",Thriller,False
71060,687,1210,5,975691560,F,25,7,14136,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
859847,3690,1590,3,966311205,M,18,0,63116,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,False
73734,1564,1792,3,974740340,M,50,1,01096,U.S. Marshalls (1998),Action|Thriller,False
900998,5090,3747,5,1030337896,F,35,19,75069,Jesus' Son (1999),Drama,False
925606,4458,2995,3,966200126,F,25,4,15701-2017,"House on Haunted Hill, The (1999)",Horror,False
72260,3281,1210,5,968167345,M,25,17,79705,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
22247,2824,2321,5,1005966898,M,18,4,02111,Pleasantville (1998),Comedy,False
332033,1019,3524,3,975365478,M,35,1,60640,Arthur (1981),Comedy|Romance,False
411400,4447,3253,2,965175384,M,45,5,32953,Wayne's World (1992),Comedy,False
838076,4088,2171,3,965429791,M,25,3,77057,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,False
166078,5070,3418,4,962771799,M,25,2,55344,Thelma & Louise (1991),Action|Drama,False
263462,1676,1127,3,974708872,M,18,4,91301,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
784133,4482,2798,1,965023839,F,35,1,94044,Problem Child (1990),Comedy,False
340676,4521,17,4,964836512,M,35,12,15202,Sense and Sensibility (1995),Drama|Romance,False
477219,1845,1377,2,974707890,M,25,2,10002,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
251048,2437,50,5,974351235,M,25,4,22923,"Usual Suspects, The (1995)",Crime|Thriller,False
801104,5744,1208,5,960857392,F,25,4,66044,Apocalypse Now (1979),Drama|War,False
528985,3265,2012,3,968261003,M,25,15,53704,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
766832,5426,5,3,960102337,M,25,14,95821,Father of the Bride Part II (1995),Comedy,False
647764,910,1301,4,975209522,F,50,0,98226,Forbidden Planet (1956),Sci-Fi,False
376502,5517,111,4,959702302,M,56,0,80210,Taxi Driver (1976),Drama|Thriller,False
218414,5000,3702,5,962590972,M,25,4,46254,Mad Max (1979),Action|Sci-Fi,False
69455,3603,2916,3,966619557,F,35,7,78704,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
46094,2073,2692,4,974658503,F,18,4,13148,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
692746,4868,2574,4,965790436,M,35,17,03820,"Out-of-Towners, The (1999)",Comedy,False
306074,3167,2683,3,968817145,M,25,2,77056,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
306514,4826,2683,3,962914101,M,45,12,55436,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
714104,3626,1425,3,966597401,M,25,17,75075,Fierce Creatures (1997),Comedy,False
909885,5273,3545,4,961112178,M,56,20,91030,Cabaret (1972),Musical|War,False
757389,3778,2245,2,966047417,M,25,0,61832,Working Girl (1988),Comedy|Drama,False
196109,1501,1580,4,974828694,M,25,11,75801,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
44536,3724,1961,4,966225015,M,35,6,77083,Rain Man (1988),Drama,False
27222,3509,527,5,966977157,M,18,4,02115,Schindler's List (1993),Drama|War,False
711056,2625,1347,3,973633480,M,35,7,61910,"Nightmare on Elm Street, A (1984)",Horror,False
204820,4445,1304,5,965088304,M,25,3,19806,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
360050,5522,1476,3,960089978,M,25,14,02460,Private Parts (1997),Comedy|Drama,False
25461,5161,1270,3,961907691,M,25,4,30052,Back to the Future (1985),Comedy|Sci-Fi,False
4160,5831,3408,4,982106147,M,25,1,92120,Erin Brockovich (2000),Drama,False
758833,5412,2915,5,994734922,M,25,12,97330,Risky Business (1983),Comedy,False
981940,752,3761,1,975461343,F,25,3,97401,"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",Crime|Drama,False
575998,3416,2616,2,967405039,M,25,12,20850,Dick Tracy (1990),Action|Crime,False
470432,5550,339,4,959473685,M,35,15,48187,While You Were Sleeping (1995),Comedy|Romance,False
866111,5600,305,2,959464981,F,45,0,12833-2000,Ready to Wear (Pret-A-Porter) (1994),Comedy,False
328958,955,3072,4,975133777,F,50,7,94941,Moonstruck (1987),Comedy,False
32416,4930,1721,4,962654156,M,50,17,63033,Titanic (1997),Drama|Romance,False
534737,2166,543,4,974613045,M,1,10,99203,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,False
576064,4033,2616,3,965529473,M,25,6,43551,Dick Tracy (1990),Action|Crime,False
709490,4139,1689,3,965350983,M,56,14,40207,"Man Who Knew Too Little, The (1997)",Comedy|Mystery,False
440822,5488,592,4,969571933,M,25,15,91125,Batman (1989),Action|Adventure|Crime|Drama,False
502309,855,3591,3,976426378,F,18,2,72701,Mr. Mom (1983),Comedy|Drama,False
985348,3945,444,2,965689086,F,45,1,96778,Even Cowgirls Get the Blues (1993),Comedy|Romance,False
854150,2484,2816,2,974145815,M,45,5,31901,Iron Eagle II (1988),Action|War,False
341049,1628,1441,3,975162940,M,18,20,90028,Benny & Joon (1993),Comedy|Romance,False
994797,5795,1440,3,958149009,M,25,1,92688,Amos & Andrew (1993),Comedy,False
818992,2059,1272,5,974750036,M,35,0,44130,Patton (1970),Drama|War,False
117352,1658,480,3,974712922,F,35,6,94214,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
463322,1221,830,5,974843132,M,18,0,19134,"First Wives Club, The (1996)",Comedy,False
872708,5555,1975,3,959827688,M,1,10,37830,Friday the 13th Part 2 (1981),Horror,False
966149,4726,2621,4,963988715,F,35,16,95828,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama|Romance,False
343443,5066,912,5,962474629,F,25,1,23603,Casablanca (1942),Drama|Romance|War,False
507418,2453,1633,4,974191066,M,25,7,55429,Ulee's Gold (1997),Drama,False
723253,3727,2416,4,966219657,M,35,7,74401,Back to School (1986),Comedy,False
78845,1882,3030,4,974694163,M,35,16,92352,Yojimbo (1961),Comedy|Drama|Western,False
973270,2446,2513,4,974405218,M,18,7,10038,Pet Sematary (1989),Horror,False
937502,5042,63,2,962655790,F,18,2,55408,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,False
129467,2279,1196,5,974560756,M,50,7,08816,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
662517,453,2739,2,976237377,M,18,4,55102,"Color Purple, The (1985)",Drama,False
916417,5326,3317,2,960844727,M,25,2,55408,Wonder Boys (2000),Comedy|Drama,False
596656,5738,748,1,958417330,M,25,12,55406,"Arrival, The (1996)",Action|Sci-Fi|Thriller,False
161276,4139,457,4,965348817,M,56,14,40207,"Fugitive, The (1993)",Action|Thriller,False
119471,2222,2067,5,974857983,F,45,1,13088,Doctor Zhivago (1965),Drama|Romance|War,False
905723,1671,2184,3,974776742,M,35,0,98368,"Trouble with Harry, The (1955)",Mystery|Thriller,False
775149,3724,278,2,966222375,M,35,6,77083,Miami Rhapsody (1995),Comedy,False
254719,2800,377,4,972860131,F,18,4,73070,Speed (1994),Action|Romance|Thriller,False
180026,157,1245,4,977248050,M,35,16,12866,Miller's Crossing (1990),Drama,False
38478,1447,2762,5,981017106,M,18,4,80521,"Sixth Sense, The (1999)",Thriller,False
798242,1496,2550,5,974750191,M,25,17,94108,"Haunting, The (1963)",Horror|Thriller,False
499476,1410,3153,3,974764460,M,50,7,94404,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,False
883846,3589,533,1,966655692,F,45,0,80010,"Shadow, The (1994)",Action,False
183685,1484,1641,4,974752294,M,25,12,07054,"Full Monty, The (1997)",Comedy,False
818567,5319,3019,4,960871951,M,18,17,94941,Drugstore Cowboy (1989),Crime|Drama,False
585060,4112,1587,4,965366356,M,45,18,47129,Conan the Barbarian (1982),Action|Adventure,False
39840,4976,2762,5,962602367,M,25,11,65775,"Sixth Sense, The (1999)",Thriller,False
862213,3998,1983,5,965577924,M,45,0,74354,Halloween II (1981),Horror,False
920085,2484,1209,2,974148463,M,45,5,31901,Once Upon a Time in the West (1969),Western,False
814759,755,1183,5,997812714,F,35,0,94002,"English Patient, The (1996)",Drama|Romance|War,False
216252,1655,1036,4,976214397,M,18,4,94507,Die Hard (1988),Action|Thriller,False
738241,1643,903,5,1011840555,M,45,2,90813,Vertigo (1958),Mystery|Thriller,False
645967,4066,2454,3,965468420,M,25,0,19010,"Fly, The (1958)",Horror|Sci-Fi,False
453570,4856,1282,4,962831789,M,25,7,94110,Fantasia (1940),Animation|Children's|Musical,False
687896,1912,2990,1,1021187311,M,25,4,91325,Licence to Kill (1989),Action,False
927495,2110,464,3,974650967,M,50,11,46802,Hard Target (1993),Action|Adventure|Crime|Thriller,False
317175,5738,353,4,958417149,M,25,12,55406,"Crow, The (1994)",Action|Romance|Thriller,False
679136,531,616,3,979155700,F,18,14,22206,"Aristocats, The (1970)",Animation|Children's,False
158535,2529,2501,3,974055132,F,35,9,95903,October Sky (1999),Drama,False
866325,5011,753,4,962636148,M,18,4,64154,"Month by the Lake, A (1995)",Comedy|Drama,False
326505,3147,3717,4,968963856,M,25,14,49355,Gone in 60 Seconds (2000),Action|Crime,False
688152,5795,2990,3,958144283,M,25,1,92688,Licence to Kill (1989),Action,False
647251,4979,3696,1,962600633,M,35,2,55423,Night of the Creeps (1986),Comedy|Horror|Sci-Fi,False
458387,3002,2300,5,970614522,M,45,11,90028,"Producers, The (1968)",Comedy|Musical,False
436434,3422,2138,4,967360518,M,25,5,43221,Watership Down (1978),Animation|Children's|Drama|Fantasy,False
678347,3402,2953,2,967643608,M,35,20,30306,Home Alone 2: Lost in New York (1992),Children's|Comedy,False
973497,4579,984,1,1008576483,F,18,4,63332,"Pompatus of Love, The (1996)",Comedy|Drama,False
903917,4882,2788,4,962754472,M,45,11,03301,And Now for Something Completely Different (1971),Comedy,False
241027,329,296,5,976393368,M,35,7,02115,Pulp Fiction (1994),Crime|Drama,False
802830,240,2363,1,976756755,M,50,17,55113,Godzilla (Gojira) (1954),Action|Sci-Fi,False
95095,4062,3256,4,965482247,M,25,7,60559,Patriot Games (1992),Action|Thriller,False
647968,4245,1301,5,965309151,M,50,12,44286,Forbidden Planet (1956),Sci-Fi,False
565210,3935,342,4,965861386,M,35,18,72118,Muriel's Wedding (1994),Comedy|Romance,False
937648,1607,477,2,974734113,M,45,1,02135,What's Love Got to Do with It? (1993),Drama,False
433432,2282,153,4,978398477,M,50,2,32117,Batman Forever (1995),Action|Adventure|Comedy|Crime,False
770001,3858,1285,3,965869871,F,45,9,63119,Heathers (1989),Comedy,False
256083,2303,3083,4,974494584,M,50,17,08055,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama,False
812344,3864,1235,5,965854556,M,50,20,29630,Harold and Maude (1971),Comedy,False
731065,4510,3420,3,964988336,M,45,7,92503,...And Justice for All (1979),Drama|Thriller,False
562183,3754,1288,4,966119135,M,56,7,94612,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
558072,4203,663,2,965322983,M,25,18,58270,Kids in the Hall: Brain Candy (1996),Comedy,False
351273,711,474,5,975539457,M,25,18,80521,In the Line of Fire (1993),Action|Thriller,False
551771,3488,1676,2,967050951,M,45,17,80228,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
780399,5005,2779,3,962591046,M,45,16,92807,Heaven Can Wait (1978),Comedy,False
483116,2020,923,4,974678828,M,25,7,45011,Citizen Kane (1941),Drama,False
101992,5838,3471,4,957839466,F,45,7,02038,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
38314,1047,2762,5,974965138,M,18,0,62225,"Sixth Sense, The (1999)",Thriller,False
398895,3670,3301,4,966376646,M,45,14,55123,"Whole Nine Yards, The (2000)",Comedy|Crime,False
864748,1184,218,3,974856491,F,25,4,92354,Boys on the Side (1995),Comedy|Drama,False
667276,1922,1013,4,975161902,F,25,7,94303,"Parent Trap, The (1961)",Children's|Drama,False
283895,4859,1500,5,962828562,F,18,14,50401,Grosse Pointe Blank (1997),Comedy|Crime,False
12551,5412,919,4,976439032,M,25,12,97330,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
219461,671,1387,4,975646749,M,18,4,61761,Jaws (1975),Action|Horror,False
474782,2126,1375,1,974644610,M,56,14,02632,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,False
255505,5679,377,3,958617710,M,35,2,33020,Speed (1994),Action|Romance|Thriller,False
477099,1221,1377,2,974842865,M,18,0,19134,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
225802,5239,1240,5,961442378,M,35,7,07043,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
574865,4268,934,4,965305460,F,45,20,04046,Father of the Bride (1950),Comedy,False
306357,4285,2683,5,965280431,M,35,0,62704,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
702040,3834,2004,5,966404239,M,18,2,02322,Gremlins 2: The New Batch (1990),Comedy|Horror,False
980926,3143,2624,4,969493270,F,50,16,90272,After Life (1998),Drama,False
651070,5282,2116,3,961165084,F,18,4,63146,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,False
653271,5367,2123,1,960501316,M,18,4,55344,All Dogs Go to Heaven (1989),Animation|Children's,False
772060,3380,3543,5,967673253,M,50,0,20815,Diner (1982),Comedy|Drama,False
505435,390,1129,4,976298358,M,25,4,55405,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
939513,1524,2876,1,981318632,M,18,4,06459,Thumbelina (1994),Animation|Children's,False
794714,5463,905,4,959900196,M,35,0,53202,It Happened One Night (1934),Comedy,False
492892,934,2405,2,992547228,F,35,7,97401,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
934644,5734,2861,4,958423110,F,25,14,10022,For Love of the Game (1999),Comedy|Drama,False
589638,4422,2243,3,965154527,M,25,5,10463,Broadcast News (1987),Comedy|Drama|Romance,False
757810,2638,3707,4,974347192,M,25,14,06405,Nine 1/2 Weeks (1986),Drama,False
346282,5620,1959,3,970537259,M,35,14,55330,Out of Africa (1985),Drama|Romance,False
