"id","submitted","areas_of_interest","subinterests"
26400,1400258565,"Cloud Services,Consumer Electronics,Dating,Education,Enterprise Software,Fashion,Healthcare,Payments,Recruiting,Small Businesses,Wearable Tech","Lifelong Learning (outside of school),Teacher training,Records"
26401,1400258770,NULL,NULL
26402,1400259045,NULL,NULL
26403,1400259199,NULL,NULL
26404,1400260920,NULL,NULL
26406,1400263436,NULL,NULL
26407,1400264172,NULL,NULL
26408,1400264201,NULL,NULL
26409,1400264591,NULL,NULL
26410,1400264811,NULL,NULL
26411,1400265091,NULL,NULL
26412,1400265152,NULL,NULL
26413,1400265364,NULL,NULL
26414,1400265447,NULL,NULL
26415,1400265690,NULL,NULL
26416,1400265720,NULL,NULL
26417,1400265904,NULL,NULL
26418,1400266375,NULL,NULL
26419,1400267207,NULL,NULL
26420,1400267849,NULL,NULL
26421,1400280653,NULL,NULL
26422,1400268193,NULL,NULL
26423,1400268370,"Cloud Services,Data & Analytics,Media,Productivity Tools,Social Impact","News"
26424,1400268663,NULL,NULL
26425,1400268647,NULL,NULL
26426,1400269227,NULL,NULL
26427,1400269728,NULL,NULL
26428,1400269733,"Media,Recruiting","Content"
26429,1400269735,NULL,NULL
26430,1400269737,"Green,Mobile,Productivity Tools,Social Impact",""
26431,1401734124,NULL,NULL
26956,1401734807,"Advertising,Cloud Services,Consumer Electronics,Enterprise Software,Events,Mobile,Productivity Tools,Small Businesses,Social Impact,Travel",""
26959,1401737540,NULL,NULL
26960,1401738447,NULL,NULL
26961,1401740618,NULL,NULL
26964,1401744373,NULL,NULL
26965,1401752217,"Green,Small Businesses",""
26966,1401753324,"3D Printing,Commerce,Data & Analytics,Enterprise Software,Small Businesses,Transportation",""
26967,1401755256,NULL,NULL
26968,1401757045,NULL,NULL
26969,1401757779,NULL,NULL
26970,1401764884,NULL,NULL
26971,1401766549,NULL,NULL
26972,1401767320,NULL,NULL
26973,1401768936,NULL,NULL
26974,1401771826,NULL,NULL
26975,1401774532,NULL,NULL
26976,1401786030,"Cloud Services,Data & Analytics,Education,Robotics,Smart Home,Wearable Tech","Higher Education"
26977,1401790588,NULL,NULL
26978,1401790750,NULL,NULL
26979,1401792195,NULL,NULL
26980,1401795865,NULL,NULL
26981,1401796905,NULL,NULL
26982,1401798589,NULL,NULL
26983,1401802943,"Advertising,Consumer Electronics,Hardware,Healthcare,Local,Media,Photos,Productivity Tools,Robotics,Smart Home,Social Impact,Video","Medical Devices,Content"
26984,1401805479,"Data & Analytics,Mobile",""
26985,1401813240,"Advertising,Cloud Services,Consumer Electronics,Education,Hardware","In-classroom learning (K-12),Lifelong Learning (outside of school),Higher Education"
26986,1401814093,NULL,NULL
26987,1401814456,NULL,NULL
26988,1401815366,NULL,NULL
26989,1401816671,"3D Printing,Commerce,Consumer Electronics,Events,Green,Local,Music,Robotics,Small Businesses,Smart Home,Social Impact,Transportation,Travel,Video,Wearable Tech",""
26990,1401816689,"Mobile,Productivity Tools",""
26991,1401817305,NULL,NULL
26992,1401818808,"Enterprise Software",""
26993,1401819286,NULL,NULL
26994,1401819290,"Advertising,Commerce,Mobile,Social Impact",""
26995,1401820033,"Commerce,Enterprise Software,Events,Small Businesses,Sports,Travel",""
26996,1401820373,"Commerce,Enterprise Software,Productivity Tools",""
26997,1401821192,NULL,NULL
26998,1401822420,NULL,NULL
28254,1405966268,NULL,NULL
28255,1405966587,NULL,NULL
28256,1405966913,"Cloud Services,Enterprise Software,Games,Green,Hardware,Healthcare,Local,Mobile,Small Businesses,Smart Home,Social Impact,Transportation,Travel,Wearable Tech","Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices"
28257,1405968439,NULL,NULL
28258,1405968571,NULL,NULL
27000,1401829083,"Cloud Services,Dating,Enterprise Software,Financial Services,Green,Music,Recruiting,Social Impact,Travel",""
27001,1401830842,NULL,NULL
27002,1401831748,NULL,NULL
27003,1401832709,"Mobile,Music,Photos,Video",""
27004,1401838324,NULL,NULL
27005,1401839910,"Data & Analytics,Enterprise Software,Media,Mobile","News"
27006,1401845217,NULL,NULL
27007,1401844157,NULL,NULL
27008,1401844280,NULL,NULL
27009,1401845713,"Commerce,Data & Analytics,Education,Green,Small Businesses,Smart Home",""
27010,1401846661,NULL,NULL
27012,1401859031,"Commerce,Photos",""
27014,1401865665,NULL,NULL
27015,1401877485,NULL,NULL
27016,1401883419,NULL,NULL
27017,1401884225,NULL,NULL
27018,1401886297,"Advertising,Consumer Electronics,Mobile,Smart Home,Social Impact,Sports,Travel",""
27019,1401886827,"Cloud Services,Financial Services,Recruiting,Small Businesses",""
27020,1401888135,"Cloud Services,Data & Analytics,Enterprise Software,Mobile,Productivity Tools,Wearable Tech",""
27021,1401890192,NULL,NULL
27022,1401891097,NULL,NULL
27023,1401892792,NULL,NULL
27024,1401892849,NULL,NULL
27025,1401893124,NULL,NULL
27026,1401897193,NULL,NULL
27027,1401898072,NULL,NULL
27028,1401900205,NULL,NULL
27029,1401903324,NULL,NULL
27030,1401905627,NULL,NULL
27031,1401909699,"Advertising,Cloud Services,Enterprise Software,Games,Media,Travel,Wearable Tech","Movies/Film,TV"
27032,1401909878,NULL,NULL
27033,1401910138,NULL,NULL
27034,1401910642,NULL,NULL
27035,1401910932,"Cloud Services,Healthcare,Smart Home,Social Impact,Wearable Tech","Quantified-self,Medical Devices"
27036,1401917344,NULL,NULL
27037,1401919751,NULL,NULL
27038,1401928654,NULL,NULL
27039,1401929291,"Education","Lifelong Learning (outside of school),Teacher training,Higher Education"
27040,1401929699,"3D Printing,Cloud Services,Consumer Electronics,Data & Analytics,Green,Hardware,Local,Mobile,Robotics,Smart Home,Social Impact",""
27042,1401937170,NULL,NULL
27043,1401940588,"Commerce,Fashion,Games,Mobile,Wearable Tech",""
26432,1400269743,NULL,NULL
26433,1400269747,NULL,NULL
26434,1400269769,NULL,NULL
26435,1400269776,NULL,NULL
26436,1400269796,NULL,NULL
26437,1400269803,NULL,NULL
26438,1400269821,NULL,NULL
26439,1400269839,NULL,NULL
26440,1400269844,NULL,NULL
26441,1400269853,NULL,NULL
26442,1400269868,NULL,NULL
26443,1400269869,"Commerce,Consumer Electronics,Education,Enterprise Software,Media,Mobile,Music,Productivity Tools,Smart Home,Social Impact",""
26444,1400269871,NULL,NULL
26445,1400269875,"Advertising,Cloud Services,Commerce,Enterprise Software,Healthcare","Fitness,Quantified-self,Wellness"
26446,1400269884,NULL,NULL
26447,1400269897,NULL,NULL
26448,1400269917,NULL,NULL
26449,1400269929,NULL,NULL
26450,1400269973,NULL,NULL
26451,1400270004,NULL,NULL
26452,1400270007,NULL,NULL
26453,1400270041,NULL,NULL
26454,1400270044,NULL,NULL
26455,1400270060,NULL,NULL
26552,1400528722,NULL,NULL
26457,1400270084,NULL,NULL
26458,1400270124,NULL,NULL
26459,1400270188,NULL,NULL
26460,1400270217,NULL,NULL
26461,1400270226,NULL,NULL
26462,1400270236,NULL,NULL
26463,1400270247,NULL,NULL
26464,1400270248,NULL,NULL
26465,1400270250,NULL,NULL
26466,1400270263,NULL,NULL
26467,1400270276,NULL,NULL
26468,1400270294,NULL,NULL
26469,1400270294,NULL,NULL
26470,1400270302,NULL,NULL
26471,1400270303,NULL,NULL
26472,1400270304,NULL,NULL
26473,1400270309,NULL,NULL
26474,1400270326,NULL,NULL
26475,1400270339,NULL,NULL
26476,1400270343,NULL,NULL
26477,1400270350,NULL,NULL
26478,1400270352,NULL,NULL
26479,1400270353,NULL,NULL
26480,1400270372,NULL,NULL
26481,1400270372,NULL,NULL
26482,1400270381,NULL,NULL
26483,1400270383,NULL,NULL
26484,1400270384,NULL,NULL
26485,1400270386,NULL,NULL
26486,1400270391,NULL,NULL
26487,1400270411,NULL,NULL
26488,1400271179,NULL,NULL
26489,1400273003,"Cloud Services,Healthcare","Nutrition,Wellness,Medical Devices"
26490,1400273545,NULL,NULL
26491,1400273551,NULL,NULL
26492,1400273845,NULL,NULL
26493,1400277085,NULL,NULL
26494,1400277799,"Dating",""
26495,1400282094,NULL,NULL
26496,1400282609,"Healthcare,Wearable Tech","Fitness,Nutrition,Quantified-self,Wellness"
26497,1400282676,"Cloud Services,Commerce,Data & Analytics,Local,Mobile,Payments,Small Businesses",""
26498,1400285354,NULL,NULL
26499,1400286677,NULL,NULL
26500,1400301716,"3D Printing,Advertising,Commerce,Financial Services,Healthcare,Media,Mobile,Social Impact",""
26501,1400304366,NULL,NULL
26502,1400314695,NULL,NULL
26503,1400318889,"Cloud Services,Education,Enterprise Software,Productivity Tools","Lifelong Learning (outside of school)"
26504,1400337560,NULL,NULL
26505,1400343158,NULL,NULL
26506,1400343388,"Commerce,Events,Green,Healthcare,Local,Small Businesses",""
26507,1400344263,"Dating,Healthcare,Mobile,Recruiting,Social Impact,Transportation,Travel",""
26508,1400347085,"Advertising,Education,Green,Small Businesses,Smart Home,Social Impact,Transportation,Travel","Lifelong Learning (outside of school),Youth Leadership,Higher Education"
26509,1400353350,NULL,NULL
26510,1400357599,NULL,NULL
26511,1400360596,"Media,Mobile,Social Impact",""
26512,1400363685,"3D Printing,Commerce,Consumer Electronics,Data & Analytics,Education,Games,Green,Hardware,Media,Mobile,Photos,Productivity Tools,Robotics,Small Businesses,Smart Home,Wearable Tech","Lifelong Learning (outside of school),Content,Movies/Film"
26513,1400374960,NULL,NULL
26514,1400379723,NULL,NULL
26515,1400384723,NULL,NULL
26516,1400388486,NULL,NULL
26517,1400392577,NULL,NULL
26518,1400414756,NULL,NULL
26519,1400417283,"Commerce,Dating,Education,Healthcare,Mobile,Photos,Robotics,Smart Home,Video,Wearable Tech","Higher Education,Records,Medical Devices"
26520,1400421339,NULL,NULL
26521,1400423278,NULL,NULL
26522,1400425369,NULL,NULL
26523,1400426542,"Advertising,Media,Photos,Social Impact,Video",""
26524,1400433854,NULL,NULL
26525,1400436382,NULL,NULL
26526,1400438662,NULL,NULL
26527,1400445315,NULL,NULL
26528,1400448965,"Cloud Services,Commerce,Data & Analytics,Events,Local,Mobile,Payments,Productivity Tools,Small Businesses,Smart Home,Video",""
26529,1400449124,NULL,NULL
26530,1400451143,"Consumer Electronics,Financial Services,Green,Productivity Tools,Small Businesses,Wearable Tech",""
26531,1400472137,NULL,NULL
26532,1400472221,NULL,NULL
26533,1400475323,NULL,NULL
26534,1400479753,NULL,NULL
26535,1400484213,NULL,NULL
26536,1400486727,NULL,NULL
26537,1400492094,NULL,NULL
26538,1400497919,"Cloud Services,Education,Enterprise Software,Productivity Tools,Small Businesses,Social Impact","Higher Education"
26539,1400500653,NULL,NULL
26540,1400504915,"Advertising,Mobile,Travel",""
26541,1400509807,NULL,NULL
26542,1400511996,"Advertising,Consumer Electronics,Enterprise Software,Mobile,Photos,Recruiting,Small Businesses,Smart Home,Sports",""
26543,1400513537,NULL,NULL
26544,1400528343,"Education","Edutainment,Lifelong Learning (outside of school),Teacher training,Higher Education"
26545,1400514252,NULL,NULL
26546,1400517041,NULL,NULL
26547,1400517412,"Mobile,Photos,Social Impact,Video",""
26548,1400517676,NULL,NULL
26550,1400523978,NULL,NULL
26551,1400524809,"3D Printing,Education,Enterprise Software,Events,Games,Healthcare,Local,Mobile,Music,Robotics,Small Businesses,Smart Home,Social Impact,Wearable Tech","Lifelong Learning (outside of school),Teacher training,Higher Education,Fitness,Nutrition,Quantified-self,Wellness,Medical Devices"
26553,1400532349,"Commerce,Hardware,Mobile,Smart Home",""
26554,1400532534,NULL,NULL
26555,1400532982,"Education,Healthcare,Mobile,Smart Home,Sports,Wearable Tech","Lifelong Learning (outside of school),Fitness,Nutrition,Quantified-self,Wellness"
26556,1400533526,NULL,NULL
26557,1400535454,NULL,NULL
26558,1400539426,NULL,NULL
26559,1400540959,NULL,NULL
26560,1400543238,NULL,NULL
26561,1400545572,NULL,NULL
26562,1400546272,"Cloud Services,Commerce,Enterprise Software,Financial Services,Media,Social Impact","Content,Movies/Film,News,TV"
26563,1400547710,"Education,Games,Mobile","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school),Higher Education"
26564,1400548786,NULL,NULL
26565,1400548872,"Events,Fashion,Healthcare,Media,Music,Smart Home,Sports,Travel","Fitness,Nutrition,TV"
26566,1400551056,"Advertising,Consumer Electronics,Media,Small Businesses","Content"
28046,1405305893,NULL,NULL
26590,1400618952,NULL,NULL
26568,1400557848,NULL,NULL
26569,1400558160,NULL,NULL
26570,1400566931,NULL,NULL
26571,1400571867,"Financial Services,Small Businesses,Social Impact",""
26572,1400572956,NULL,NULL
26573,1400575855,NULL,NULL
26574,1400582740,NULL,NULL
26575,1400585286,NULL,NULL
26576,1400585676,NULL,NULL
26577,1400586415,NULL,NULL
26578,1400586878,NULL,NULL
26579,1400593308,NULL,NULL
26580,1400593844,NULL,NULL
26581,1400594028,NULL,NULL
26582,1400598158,NULL,NULL
26583,1400600597,NULL,NULL
26584,1400602478,NULL,NULL
26585,1400602811,NULL,NULL
26586,1400607883,NULL,NULL
26587,1400610629,NULL,NULL
26588,1400610646,"Cloud Services,Data & Analytics,Enterprise Software,Financial Services,Mobile,Small Businesses",""
26591,1400619066,NULL,NULL
26592,1400621404,NULL,NULL
26593,1400622626,"Mobile,Social Impact,Sports,Video",""
26594,1400623748,"Cloud Services,Data & Analytics,Events,Financial Services,Small Businesses,Sports",""
26595,1400627441,"Healthcare,Mobile,Travel","Fitness"
26596,1400629966,NULL,NULL
26597,1400632762,"Events,Payments",""
26598,1400633775,"Cloud Services,Enterprise Software,Healthcare,Mobile,Social Impact",""
26599,1400634312,"Commerce,Healthcare,Local,Media,Mobile,Small Businesses,Social Impact,Sports,Travel","Quantified-self,Content"
26600,1400635963,NULL,NULL
26601,1400638020,NULL,NULL
26605,1400646177,NULL,NULL
26606,1400646470,NULL,NULL
26607,1400646536,"Green,Healthcare,Local,Recruiting,Small Businesses",""
26608,1400650180,NULL,NULL
26609,1400654648,NULL,NULL
26610,1400660022,"Data & Analytics,Healthcare,Robotics,Transportation,Wearable Tech","Quantified-self,Records"
26611,1400665372,NULL,NULL
26612,1400666574,NULL,NULL
26614,1400669558,NULL,NULL
26615,1400672165,NULL,NULL
26616,1400674519,NULL,NULL
26617,1400674747,NULL,NULL
26618,1400676520,NULL,NULL
26619,1400677507,"Local,Photos,Travel,Wearable Tech",""
26620,1400678213,NULL,NULL
26621,1400679275,NULL,NULL
26622,1400679598,"3D Printing,Consumer Electronics,Education,Green,Hardware,Mobile,Robotics,Transportation,Video,Wearable Tech",""
26623,1400681726,"Cloud Services,Mobile,Photos,Video",""
26624,1400682670,NULL,NULL
26625,1400683075,NULL,NULL
26626,1400683914,NULL,NULL
26627,1400684685,NULL,NULL
26628,1400684989,"Cloud Services,Consumer Electronics,Enterprise Software,Productivity Tools,Smart Home",""
26629,1400687753,NULL,NULL
26630,1400688734,NULL,NULL
26631,1400689345,NULL,NULL
26632,1400689879,NULL,NULL
26633,1400692493,NULL,NULL
26634,1400694685,"Cloud Services,Commerce,Education,Enterprise Software,Mobile,Productivity Tools,Small Businesses,Social Impact",""
26635,1400696920,NULL,NULL
26636,1400697165,NULL,NULL
26637,1400698168,NULL,NULL
26638,1400699898,"Enterprise Software,Mobile,Payments,Productivity Tools,Social Impact",""
26639,1400701712,"Advertising,Games,Mobile,Sports",""
26640,1400705483,"Advertising,Consumer Electronics,Games,Hardware,Healthcare,Mobile,Photos,Productivity Tools,Robotics,Small Businesses,Smart Home,Transportation,Travel,Wearable Tech","Quantified-self,Medical Devices"
26641,1400707333,NULL,NULL
26642,1400708046,"Cloud Services,Data & Analytics,Education,Enterprise Software,Events,Small Businesses,Social Impact,Transportation,Wearable Tech",""
26643,1400708221,"Commerce,Education,Financial Services,Mobile,Payments,Social Impact,Sports,Travel",""
26644,1400709800,NULL,NULL
26645,1400710711,NULL,NULL
26646,1400711094,NULL,NULL
26647,1400711452,"Commerce,Fashion,Green,Healthcare,Local,Mobile,Payments,Social Impact","Wellness"
26648,1400715334,"Advertising,Financial Services",""
26649,1400718199,NULL,NULL
26650,1400718358,NULL,NULL
26651,1400720730,NULL,NULL
26652,1400722168,NULL,NULL
26654,1400730228,"Commerce,Data & Analytics,Enterprise Software,Fashion,Healthcare,Local,Mobile,Small Businesses,Smart Home,Social Impact,Sports,Transportation,Travel","Fitness,Nutrition"
28325,1406149761,NULL,NULL
26655,1400736663,"Commerce,Education,Recruiting,Social Impact","In-classroom learning (K-12),Teacher training"
26656,1400746150,NULL,NULL
26657,1400746674,NULL,NULL
26658,1400747906,NULL,NULL
26659,1400752730,NULL,NULL
26660,1400755242,NULL,NULL
26661,1400760115,"Cloud Services,Enterprise Software,Mobile,Video",""
26662,1400760362,NULL,NULL
26663,1400761322,NULL,NULL
26664,1400766715,"Commerce,Data & Analytics,Enterprise Software,Mobile",""
26665,1400766949,NULL,NULL
26666,1400766951,NULL,NULL
26667,1400767317,NULL,NULL
26668,1400768687,NULL,NULL
26669,1400768825,"Commerce,Local,Mobile,Payments,Small Businesses",""
26670,1400769048,NULL,NULL
26671,1400773337,NULL,NULL
26672,1400778259,"3D Printing,Cloud Services,Data & Analytics,Education,Enterprise Software,Green,Media,Mobile,Productivity Tools,Smart Home,Social Impact,Wearable Tech","Higher Education,Content"
26673,1400781821,"Cloud Services,Commerce,Enterprise Software,Mobile,Payments,Productivity Tools,Social Impact",""
26674,1400782008,NULL,NULL
26675,1400782628,"Education,Media,Music,Social Impact,Video","Edutainment,In-classroom learning (K-12),Teacher training,Movies/Film"
26676,1400784900,"Enterprise Software,Financial Services,Mobile,Productivity Tools",""
26677,1400785029,NULL,NULL
26678,1400785959,"Financial Services,Media","Content"
26679,1400787682,NULL,NULL
26680,1400788394,NULL,NULL
26681,1400790299,NULL,NULL
26682,1400790323,NULL,NULL
26683,1400791600,NULL,NULL
26684,1400791953,NULL,NULL
26685,1400792708,NULL,NULL
26686,1400800955,NULL,NULL
26687,1400801713,"Financial Services",""
26688,1400804378,NULL,NULL
26689,1400805316,NULL,NULL
26690,1400820374,NULL,NULL
26691,1400811222,NULL,NULL
26692,1400811486,"Events,Games,Healthcare,Mobile,Wearable Tech","Fitness,Nutrition,Quantified-self,Wellness"
26693,1400819973,NULL,NULL
26694,1400826895,NULL,NULL
26695,1400827789,NULL,NULL
26696,1400831781,"Commerce,Education,Local,Media,Mobile,Small Businesses","Lifelong Learning (outside of school),Content"
26697,1400840504,NULL,NULL
26698,1400840895,"3D Printing,Advertising,Cloud Services,Commerce,Education,Enterprise Software,Green,Mobile,Productivity Tools,Recruiting,Smart Home,Social Impact,Sports,Transportation,Travel","In-classroom learning (K-12),Lifelong Learning (outside of school)"
26699,1400841027,"Healthcare","Fitness,Nutrition,Quantified-self,Records,Wellness"
26700,1400841301,NULL,NULL
26701,1400853117,NULL,NULL
26702,1400855307,NULL,NULL
26703,1400855667,NULL,NULL
26704,1400859856,NULL,NULL
26705,1400865613,NULL,NULL
26706,1400866599,"Advertising,Mobile",""
26707,1400867081,"Financial Services",""
26708,1400872608,"Consumer Electronics,Green,Mobile,Small Businesses,Smart Home,Wearable Tech",""
26709,1400872774,"3D Printing,Cloud Services,Education,Enterprise Software,Hardware,Media,Mobile,Music,Photos,Productivity Tools,Video","Lifelong Learning (outside of school),Content,Movies/Film,TV"
26710,1400873243,"Green,Healthcare,Local,Mobile,Productivity Tools,Social Impact,Transportation","Fitness,Quantified-self"
26711,1400876736,NULL,NULL
26713,1400890419,NULL,NULL
26714,1400892364,NULL,NULL
26715,1400897640,NULL,NULL
26716,1400901555,"Commerce,Consumer Electronics,Education,Fashion,Games,Green,Healthcare,Productivity Tools,Small Businesses,Social Impact","Edutainment,Youth Leadership,Fitness,Wellness"
26717,1400912158,NULL,NULL
26718,1400921008,NULL,NULL
26719,1400925330,"Advertising,Cloud Services,Events,Fashion,Green,Hardware,Local,Media,Photos,Small Businesses,Travel,Video,Wearable Tech","Movies/Film,TV"
26720,1400929237,NULL,NULL
26721,1400934405,NULL,NULL
26722,1400941348,NULL,NULL
26723,1400942314,NULL,NULL
26724,1400942360,NULL,NULL
26725,1400946259,NULL,NULL
26726,1400947109,NULL,NULL
26727,1400956388,"Enterprise Software",""
26728,1400957733,NULL,NULL
26729,1400969802,NULL,NULL
26730,1400971094,NULL,NULL
26731,1400972836,NULL,NULL
26732,1400974380,NULL,NULL
26733,1400976066,"3D Printing,Commerce,Dating,Financial Services,Local,Mobile,Music,Robotics,Small Businesses,Wearable Tech",""
26734,1400981318,NULL,NULL
26735,1400983045,NULL,NULL
26736,1400991261,NULL,NULL
26737,1400992165,NULL,NULL
26738,1400993141,NULL,NULL
26739,1400993308,"Dating,Healthcare,Travel,Wearable Tech","Quantified-self,Wellness,Medical Devices"
26740,1400993656,NULL,NULL
26742,1401011664,NULL,NULL
26743,1401015147,NULL,NULL
26744,1401022644,NULL,NULL
26745,1401027497,NULL,NULL
26746,1401042812,"","Content"
26747,1401048773,"Games,Media,Music,Small Businesses,Social Impact,Video",""
26748,1401055518,NULL,NULL
26749,1401061320,NULL,NULL
26750,1401070910,NULL,NULL
26751,1401074663,NULL,NULL
26752,1401076315,NULL,NULL
26753,1401081593,NULL,NULL
26754,1401086530,NULL,NULL
26755,1401095297,NULL,NULL
26756,1401108197,NULL,NULL
26757,1401111279,"Cloud Services,Payments,Productivity Tools,Small Businesses,Transportation",""
26758,1401115546,NULL,NULL
26759,1401118074,NULL,NULL
26760,1401118938,NULL,NULL
26761,1401120311,NULL,NULL
26762,1401126110,"Education,Enterprise Software,Events,Local,Media,Mobile,Small Businesses,Social Impact,Travel","Edutainment,Content,Movies/Film,News"
26763,1401128424,"Cloud Services,Education,Mobile,Smart Home,Social Impact","In-classroom learning (K-12)"
26764,1401129883,"Advertising,Commerce,Events,Local,Small Businesses,Travel",""
26765,1401138944,NULL,NULL
26766,1401145994,NULL,NULL
26767,1401146304,NULL,NULL
26768,1401153951,"Commerce,Enterprise Software,Green,Payments,Productivity Tools,Robotics,Social Impact,Travel,Wearable Tech",""
26769,1401154034,"Games,Hardware,Mobile",""
26770,1401161451,NULL,NULL
26771,1401162664,NULL,NULL
26772,1401164544,NULL,NULL
26773,1401173121,NULL,NULL
26774,1401176136,NULL,NULL
26775,1401177093,"Cloud Services,Commerce,Healthcare","Fitness,Nutrition,Quantified-self,Records,Wellness"
26776,1401183728,"Advertising,Commerce,Fashion",""
26777,1401184160,NULL,NULL
26778,1401189985,NULL,NULL
26779,1401193684,NULL,NULL
26780,1401195996,NULL,NULL
26781,1401196401,NULL,NULL
26782,1401199982,NULL,NULL
26783,1401201889,"Enterprise Software,Financial Services,Healthcare,Payments,Productivity Tools,Small Businesses",""
26784,1401202353,NULL,NULL
26785,1401203730,"Education,Healthcare",""
26786,1401205212,NULL,NULL
26789,1401207028,"Cloud Services,Events,Mobile,Photos,Small Businesses,Transportation,Travel,Video",""
26790,1401207959,NULL,NULL
26791,1401209638,NULL,NULL
26792,1401210106,NULL,NULL
26793,1401210621,NULL,NULL
26794,1401210947,NULL,NULL
26795,1401212170,NULL,NULL
26796,1401212195,"Cloud Services,Data & Analytics,Education,Enterprise Software,Financial Services,Green,Healthcare,Photos,Productivity Tools,Social Impact","In-classroom learning (K-12),Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices"
26797,1401213908,NULL,NULL
26798,1401214047,"3D Printing,Cloud Services,Consumer Electronics,Data & Analytics,Education,Games,Hardware,Mobile,Robotics,Social Impact,Wearable Tech","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school),Youth Leadership"
26799,1401216143,NULL,NULL
26800,1401217466,"Education,Productivity Tools","In-classroom learning (K-12),Lifelong Learning (outside of school),Teacher training"
26801,1401218580,NULL,NULL
26803,1401222766,NULL,NULL
26804,1401223592,NULL,NULL
26805,1401225004,NULL,NULL
26806,1401225842,"Commerce,Fashion,Mobile,Productivity Tools,Social Impact",""
26807,1401226525,NULL,NULL
26808,1401226714,"Transportation",""
26809,1401226825,NULL,NULL
26811,1401228542,"Commerce,Consumer Electronics,Green,Recruiting,Social Impact,Transportation",""
26812,1401231468,NULL,NULL
26813,1401234231,NULL,NULL
26814,1401235695,NULL,NULL
26815,1401236586,"Commerce,Consumer Electronics,Events,Financial Services,Hardware,Local,Mobile,Payments,Productivity Tools",""
26816,1401250387,NULL,NULL
26817,1401250811,NULL,NULL
26818,1401251530,"Advertising,Cloud Services,Commerce,Local,Media,Mobile,Music,Small Businesses,Sports,Travel","Movies/Film"
26819,1401256292,NULL,NULL
26820,1401256494,NULL,NULL
26821,1401263572,NULL,NULL
26822,1401267822,NULL,NULL
26823,1401269164,"Enterprise Software,Mobile,Productivity Tools,Travel",""
26824,1401270219,NULL,NULL
26825,1401273838,NULL,NULL
26826,1401276272,"Advertising,Cloud Services,Commerce,Education,Enterprise Software,Financial Services,Payments,Productivity Tools,Robotics,Small Businesses","Edutainment,Lifelong Learning (outside of school)"
26827,1401277022,"Healthcare","Fitness,Nutrition,Wellness"
26828,1401279984,NULL,NULL
26829,1401289165,NULL,NULL
26830,1401290406,NULL,NULL
26831,1401296802,NULL,NULL
26832,1401296902,NULL,NULL
26833,1401313521,"Commerce,Consumer Electronics,Fashion,Hardware,Local,Mobile,Payments,Small Businesses,Social Impact,Sports",""
26834,1401301171,"Advertising,Commerce,Consumer Electronics,Local,Mobile,Payments,Smart Home,Wearable Tech",""
26835,1401302523,NULL,NULL
26836,1401302949,"Dating",""
26837,1401303953,"Data & Analytics,Mobile,Productivity Tools",""
26838,1401306529,NULL,NULL
26840,1401309638,NULL,NULL
27993,1405023611,NULL,NULL
26842,1401311580,"Education,Enterprise Software,Events,Music,Productivity Tools,Recruiting,Small Businesses,Smart Home,Social Impact,Sports,Transportation,Travel,Video",""
26843,1401313608,NULL,NULL
26844,1401314561,NULL,NULL
26845,1401315429,NULL,NULL
26846,1401316896,NULL,NULL
26847,1401318025,NULL,NULL
26848,1401322478,NULL,NULL
26849,1401323950,NULL,NULL
26850,1401327617,NULL,NULL
26851,1401329344,NULL,NULL
26852,1401330082,NULL,NULL
26853,1401330218,NULL,NULL
26854,1401341545,NULL,NULL
26855,1401343458,"Enterprise Software,Travel",""
26856,1401344231,NULL,NULL
26857,1401344326,NULL,NULL
26858,1401347232,"Consumer Electronics,Media,Mobile,Music,Smart Home,Sports,Wearable Tech",""
26859,1401362644,NULL,NULL
26860,1401364968,NULL,NULL
26861,1401370332,NULL,NULL
26862,1401375061,NULL,NULL
26863,1401375162,"Financial Services,Payments,Small Businesses,Video",""
26864,1401381184,NULL,NULL
26865,1401383158,NULL,NULL
26866,1401383787,"Mobile,Productivity Tools,Small Businesses",""
26867,1401384070,NULL,NULL
26868,1401384351,NULL,NULL
26869,1401387917,NULL,NULL
26870,1401388291,NULL,NULL
26871,1401392121,NULL,NULL
26872,1401393181,NULL,NULL
26873,1401397815,NULL,NULL
26874,1401398198,NULL,NULL
26875,1401401317,NULL,NULL
26876,1401404508,NULL,NULL
26879,1401407246,NULL,NULL
26880,1401407607,"Data & Analytics,Education,Photos,Social Impact","In-classroom learning (K-12),Lifelong Learning (outside of school),Teacher training"
26881,1401416287,NULL,NULL
26882,1401418870,NULL,NULL
26883,1401421653,"Education,Financial Services,Healthcare,Local,Media,Productivity Tools,Small Businesses,Travel",""
26884,1401422253,NULL,NULL
26885,1401422722,NULL,NULL
26886,1401425953,NULL,NULL
26887,1401433173,NULL,NULL
26888,1401440173,NULL,NULL
26889,1401444787,NULL,NULL
26890,1401455030,"Cloud Services,Consumer Electronics,Enterprise Software,Mobile,Robotics,Wearable Tech",""
26891,1401455112,NULL,NULL
